model-1578229518,1578229670.18,0.1, 0.0709, 0.13, 0.0717, 0
model-1578229518,1578229799.806,0.133, 0.0707, 0.166, 0.0698, 0
model-1578229518,1578229918.962,0.3, 0.0647, 0.185, 0.0689, 0
model-1578229518,1578230022.535,0.167, 0.0708, 0.168, 0.0689, 0
model-1578229518,1578230125.936,0.233, 0.062, 0.222, 0.0658, 0
model-1578229518,1578230225.786,0.267, 0.0616, 0.215, 0.0651, 0
model-1578229518,1578230321.838,0.133, 0.0671, 0.202, 0.0653, 0
model-1578229518,1578230415.446,0.2, 0.0642, 0.204, 0.0655, 0
model-1578229518,1578230501.56,0.267, 0.0662, 0.214, 0.0642, 0
model-1578229518,1578230583.264,0.167, 0.0635, 0.236, 0.0623, 0
model-1578229518,1578230663.222,0.133, 0.0637, 0.232, 0.063, 0
model-1578229518,1578230726.592,0.167, 0.0641, 0.229, 0.0627, 1
model-1578229518,1578230770.25,0.2, 0.0604, 0.234, 0.062, 1
model-1578229518,1578230813.477,0.2, 0.0589, 0.24, 0.0621, 1
model-1578229518,1578230857.516,0.133, 0.0664, 0.228, 0.0618, 1
model-1578229518,1578230900.095,0.333, 0.0612, 0.239, 0.0618, 1
model-1578229518,1578230945.273,0.133, 0.0679, 0.234, 0.0614, 1
model-1578229518,1578230995.203,0.333, 0.0576, 0.258, 0.0615, 1
model-1578229518,1578231048.311,0.267, 0.0576, 0.256, 0.0612, 1
model-1578229518,1578231106.379,0.233, 0.0656, 0.278, 0.0608, 1
model-1578229518,1578231174.712,0.2, 0.0639, 0.279, 0.0601, 1
model-1578229518,1578231244.272,0.233, 0.0654, 0.289, 0.0591, 1
model-1578231672,1578231722.662,0.133, 0.0662, 0.281, 0.0659, 0
model-1578231672,1578231769.662,0.3, 0.0627, 0.441, 0.0535, 0
model-1578231672,1578231821.712,0.467, 0.0557, 0.539, 0.0485, 0
model-1578231672,1578231876.484,0.533, 0.0473, 0.632, 0.0404, 0
model-1578231672,1578231944.577,0.667, 0.0415, 0.646, 0.0394, 0
model-1578231672,1578232022.542,0.567, 0.0436, 0.744, 0.0311, 0
model-1578231672,1578232107.579,0.633, 0.0344, 0.799, 0.0263, 0
model-1578231672,1578232183.972,0.733, 0.0262, 0.808, 0.0238, 1
model-1578231672,1578232217.037,0.633, 0.0343, 0.842, 0.0216, 1
model-1578231672,1578232249.613,0.767, 0.0321, 0.869, 0.0192, 1
model-1578231672,1578232283.161,0.7, 0.0338, 0.844, 0.0212, 1
model-1578231672,1578232322.598,0.733, 0.0293, 0.853, 0.0192, 1
model-1578231672,1578232370.007,0.733, 0.0263, 0.857, 0.0197, 1
model-1578231672,1578232436.885,0.933, 0.0115, 0.903, 0.0157, 1
model-1578231672,1578232512.7,0.9, 0.0156, 0.881, 0.017, 2
model-1578231672,1578232548.062,0.833, 0.0223, 0.875, 0.0181, 2
model-1578231672,1578232583.239,0.833, 0.0171, 0.891, 0.0152, 2
model-1578231672,1578232620.201,0.833, 0.0184, 0.907, 0.0136, 2
model-1578231672,1578232658.165,0.833, 0.0255, 0.905, 0.0141, 2
model-1578231672,1578232701.094,0.8, 0.026, 0.898, 0.015, 2
model-1578231672,1578232757.489,0.733, 0.0291, 0.921, 0.0131, 2
model-1578233527,1578233556.541,0.067, 0.0709, 0.077, 0.0733, 0
